\HA01KHI KMB 0420210205521     0000                                          0000
L1KMB-COM-14AB        AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFT92210-1139          00000400000000000690000BRLFOB              0000000086200
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFU92210-1139          00000400000000000690000BRLFOB              0000000086200
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFV92210-1139          00000400000000000690000BRLFOB              0000000086200
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFW92210-1139          00000200000000000690000BRLFOB              0000000086200
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFX92210-1150          00000200000000001500000BRLFOB              0000000173000
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFY92210-1352          00000400000000000250000BRLFOB              0000000054200
L4KMB-1PA-047         KMB-1PA-047    KMB-1PA-047002 KMB-1PA-047AAFZ92049-1223          00000400000000001030000BRLFOB              0000000040800
L1KMB-1RE-026         AKA  KMB  2021-04-222021-06-01MOL SUCCESS                   SKMB-104021
L2KMB-1RE-026         KMB-1RE-026    EX400G-J3A1HA       0002600020
L3KMB-1RE-026         KMB-1RE-026    KMB-1RE-026001 OTPU6238450         000000054000560011100045
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026001 KMB-1RE-026AAAB11005-0668  3A      00000200000000142660000BRLFOB              0000018910000
L3KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 OTPU6238450         000000130001110011100080
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAA11004-0774          00000200000000017410000BRLFOB              0000000524000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAC11012-1362          00000200000000000850000BRLFOB              0000000133500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAD11056-0238          00000200000000000610000BRLFOB              0000000032900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAE11061-1337          00000200000000009410000BRLFOB              0000000287400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAF12009-1073          00001600000000000670000BRLFOB              0000000058600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAG12011-1053          00003200000000000180000BRLFOB              0000000002600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAH12048-0111          00000200000000031210000BRLFOB              0000000793000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAI12053-0051          00000200000000002350000BRLFOB              0000000064700
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAJ120CA0610           00000400000000000130000BRLFOB              0000000045100
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAK120CC0622           00000400000000000320000BRLFOB              0000000066200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAL130CA0818           00000400000000000210000BRLFOB              0000000124000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAM130CA1030           00000400000000000460000BRLFOB              0000000260000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAN130CB0620           00000200000000000160000BRLFOB              0000000069000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAO130CB0625           00000200000000000140000BRLFOB              0000000076000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAP13194-1096          00000200000000021470000BRLFOB              0000000750000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAQ132BC0618           00000600000000000220000BRLFOB              0000000055400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAR14013-004           00000200000000000150000BRLFOB              0000000027800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAS14092-0214          00000200000000000790000BRLFOB              0000000038600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAT14092-1086          00000200000000000740000BRLFOB              0000000018400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAU16007-0741          00001600000000000600000BRLFOB              0000000038500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAV16066-0007          00000200000000013230000BRLFOB              0000000992200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAW16082-0784          00000200000000220710000BRLFOB              0000005865000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAX16126-0705          00000200000000023830000BRLFOB              0000000788000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAY16126-0744          00000200000000025620000BRLFOB              0000001285000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAAZ16126-1140          00000400000000001940000BRLFOB              0000000097000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABA21171-0751          00000400000000029550000BRLFOB              0000001077000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABB21176-0009          00000200000000007660000BRLFOB              0000000227200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABC21176-0048          00000200000000006210000BRLFOB              0000000059300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABD21176-0704          00000200000000022050000BRLFOB              0000000288600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABE224AB0408           00000400000000000050000BRLFOB              0000000012200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABF39112-0030          00000200000000007040000BRLFOB              0000000253000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABG39112-1054          00000200000000005260000BRLFOB              0000000246300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABH480J1400            00000200000000000070000BRLFOB              0000000005400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABI482J0200            00000200000000000080000BRLFOB              0000000020000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABJ49054-0001          00000200000000008580000BRLFOB              0000000499600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABK49091-0001  KD      00003200000000000210000BRLFOB              0000000010400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABL51044-0843          00000200000000015610000BRLFOB              0000000320600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABM53044-0580          00000400000000001160000BRLFOB              0000000030000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABP550AA2015           00000400000000000030000BRLFOB              0000000003800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABQ550AA4035           00000400000000000130000BRLFOB              0000000035900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABR554DA0600           00000400000000000060000BRLFOB              0000000003900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABS56033-0881          00000200000000000510000BRLFOB              0000000006600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABT56071-0838          00000200000000000970000BRLFOB              0000000006600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABU92002-1143          00000600000000000200000BRLFOB              0000000055400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABV92005-0721          00000200000000001220000BRLFOB              0000000008500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABW92015-1757          00003200000000000830000BRLFOB              0000000021200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABX92016-028           00000200000000000880000BRLFOB              0000000226200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABY92022-1116          00000200000000000450000BRLFOB              0000000122600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AABZ92022-1628          00000200000000000230000BRLFOB              0000000010000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACA92027-1651          00000400000000000510000BRLFOB              0000000066600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACB92028-1132          00000200000000000450000BRLFOB              0000000011000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACC92033-1054          00000800000000000050000BRLFOB              0000000004300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACD92033-1102          00000400000000000070000BRLFOB              0000000004400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACE92038-001           00000200000000000270000BRLFOB              0000000011900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACF92039-0014          00000200000000000610000BRLFOB              0000000013200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACG92039-0060          00003000000000000410000BRLFOB              0000000006000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACH92042-030           00000200000000000130000BRLFOB              0000000013300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACI92043-0904          00000200000000000880000BRLFOB              0000000079600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACJ92043-1263          00000800000000000100000BRLFOB              0000000019600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACK92043-1264          00000400000000000130000BRLFOB              0000000025600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACL92043-1309  1A      00000400000000001320000BRLFOB              0000000020000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACM92043-4009          00000800000000000260000BRLFOB              0000000033800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACN92045-1045          00000200000000005090000BRLFOB              0000000588800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACO92046-1228          00000400000000005010000BRLFOB              0000000370000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACP92046-1273          00000200000000005430000BRLFOB              0000000339300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACR92049-1426          00000800000000001240000BRLFOB              0000000070000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACS92055-0074          00000400000000000430000BRLFOB              0000000003800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACT92055-0143          00000800000000000790000BRLFOB              0000000024000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACU92055-0944          00000400000000000700000BRLFOB              0000000001500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACV92055-1215          00000400000000000190000BRLFOB              0000000005000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACW92055-1555          00000200000000000200000BRLFOB              0000000002500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACX92057-0602          00000200000000017370000BRLFOB              0000002476900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACY92066-0003          00000200000000001020000BRLFOB              0000000115000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AACZ92070-0716          00000400000000004270000BRLFOB              0000000302200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADA92071-1131          00000240000000000360000BRLFOB              0000000038600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADB92071-1131          00000160000000000360000BRLFOB              0000000038600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADC92092-0018          00000400000000002900000BRLFOB              0000000160000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADD92092-1075          00000400000000002540000BRLFOB              0000000150000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADE92093-1030          00000200000000000890000BRLFOB              0000000002500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADF92139-0890          00000400000000001950000BRLFOB              0000000051600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADG92144-1818          00000200000000002370000BRLFOB              0000000266800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADH92150-1880          00000200000000000340000BRLFOB              0000000062600
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADI92151-1532          00000200000000000730000BRLFOB              0000000176100
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADJ92151-1605          00000400000000000340000BRLFOB              0000000086300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADK92151-1654          00001200000000000260000BRLFOB              0000000059500
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADL92151-1829          00000800000000000240000BRLFOB              0000000049000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADM92151-1930          00003200000000000280000BRLFOB              0000000066800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADN92152-0286          00000200000000001320000BRLFOB              0000000026200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADO92152-0445          00000400000000001000000BRLFOB              0000000034700
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADP92152-0547          00000200000000000910000BRLFOB              0000000096700
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADQ92152-0679          00000400000000001860000BRLFOB              0000000020000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADR92152-1074          00000200000000001460000BRLFOB              0000000075000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADS92153-0793          00000800000000000920000BRLFOB              0000000153000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADT92153-0817          00000200000000000280000BRLFOB              0000000044300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADU92153-0967          00000400000000000750000BRLFOB              0000000040900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADV92153-1526          00000800000000000290000BRLFOB              0000000062900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADW92153-1625          00000400000000000620000BRLFOB              0000000142800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADX92154-0117          00000400000000000360000BRLFOB              0000000067200
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADY92154-0209          00002800000000000210000BRLFOB              0000000033100
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AADZ92154-0210          00000400000000000230000BRLFOB              0000000037900
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEA92154-0502          00000400000000000770000BRLFOB              0000000159300
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEB92154-0551          00000200000000000210000BRLFOB              0000000060000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEC92154-0907          00000200000000000330000BRLFOB              0000000059400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAED92154-0918          00000400000000000320000BRLFOB              0000000069800
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEE92154-0992          00000400000000000960000BRLFOB              0000000190000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEF92154-1009          00000200000000000400000BRLFOB              0000000080000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEG92154-1138          00000800000000001570000BRLFOB              0000000165000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEH92154-1421          00001600000000000210000BRLFOB              0000000028700
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEI92154-1646          00000400000000001160000BRLFOB              0000000160000
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEJ92154-1693          00000200000000000420000BRLFOB              0000000052400
L4KMB-1RE-026         KMB-1RE-026    KMB-1RE-026002 KMB-1RE-026AAEK92154-1712          00000800000000001080000BRLFOB              0000000157000
